,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,34.433414
41,2.065958
42,0.14007568
43,0.05342102
44,0.0
45,0.42897606
46,0.0
47,0.0
48,0.70032024
49,0.0
50,0.073820114
51,0.07270956
52,0.0
53,0.14595556
54,0.3656273
55,0.0
56,0.0
57,0.0
58,0.0
59,0.5998783
60,0.039765358
61,0.0
62,0.33427143
63,0.0
64,0.26737785
65,0.0
66,0.0
67,0.30529308
68,0.24118352
69,0.0
70,0.00053215027
71,0.0
72,0.0
73,0.0
74,0.18419528
75,0.0
76,0.43655205
77,0.0
78,0.520977
79,0.0
80,0.7514658
81,0.004945755
82,1.6236242
83,0.0
84,0.0047302246
85,0.0
86,0.0018196106
87,0.462389
88,0.0
89,0.0
90,0.31422615
91,0.0
92,0.0
93,0.6646385
94,0.0
95,0.50541306
96,0.30778122
97,0.0
98,0.73115253
99,0.0
100,0.023688316
101,0.0
102,0.5655384
103,0.0
104,0.29826736
105,2.2883596
106,0.0
107,0.0
108,0.40201855
109,0.0
110,0.79657555
111,0.0
112,0.07848835
113,0.0
114,0.0
115,0.78975105
116,0.24220753
117,0.4619913
118,0.0
119,0.0
120,0.0
121,0.0
122,0.45865488
123,0.32336044
124,0.0
125,0.26973057
126,0.0
127,0.49225426
128,0.0
129,0.28953743
130,0.20331919
131,0.4143572
132,0.12726873
133,0.2926712
134,1.2046127
135,0.0
136,0.67732716
137,0.0
138,1.1025515
139,0.0
140,0.0
141,0.0
142,0.570302
143,0.0
144,2.2644415
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0075540543
150,0.0
151,0.050125122
152,0.0
153,1.0278301
154,0.0
155,0.0
156,0.3958931
157,0.23892736
158,0.0
159,0.5250988
160,0.124653816
161,1.4415436
162,0.0
163,0.5721245
164,1.4160976
165,0.0
166,0.0
167,0.0
168,0.30893755
169,0.25480366
170,0.0
171,0.0
172,0.18505251
173,0.011543274
174,0.35539934
175,0.0
176,0.033662796
177,0.0
178,0.0
179,0.0
180,0.29292107
181,0.32781124
182,0.78244543
183,0.0
184,0.0032463074
185,0.55122375
186,0.021084785
187,0.0
188,0.69273376
189,0.0
190,1.1948423
191,0.2799874
192,0.0
193,0.8187294
194,0.15195084
195,0.0
196,0.0
197,0.0
198,0.06764603
199,0.8507061
200,0.041018486
201,0.23496437
202,0.052330017
203,0.69865227
204,0.0
205,0.0
206,0.1617899
207,0.0
208,0.5073643
209,0.0
210,0.040583342
211,0.17019653
212,0.0
213,0.0
214,0.29006195
215,0.23086548
216,0.2914114
217,0.0
218,0.13729107
219,0.0
220,0.0
221,0.36220932
222,0.08564535
223,0.53147984
224,0.0
225,0.058285713
226,0.18892622
227,0.6947222
228,0.0
229,0.0
230,0.0
231,0.34625816
232,0.23003769
233,1.5375884
234,0.0
235,0.0
236,0.0
237,0.08442402
238,0.6765022
239,0.0
240,1.4042053
241,1.0218945
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.019881248
248,0.0
249,0.0
250,0.0
251,0.1330204
252,0.0
253,0.45289493
254,0.0
255,0.30789375
256,0.0
257,0.0
258,0.17804909
259,0.4708519
260,0.0
261,0.0
262,0.43348503
263,0.0
264,0.0
265,0.492321
266,0.6929722
267,0.0
268,0.09273529
269,0.0
270,0.3419714
271,1.0389004
272,0.23843098
273,0.2538247
274,0.36330795
275,0.0
276,2.2095852
277,0.803102
278,1.774931
279,0.0
280,0.25521088
281,0.3190918
282,0.50095654
283,0.0
284,1.1290646
285,0.89240885
286,0.0
287,0.7875626
288,0.0
289,0.16092682
290,0.20409918
291,0.092502594
292,0.0
293,1.3024011
294,0.0
295,0.4227152
296,0.7776742
297,0.0
298,0.0
299,0.0
300,0.0
301,1.5229669
302,0.0
303,2.053029
304,0.0
305,0.0
306,0.0
307,0.5452452
308,0.0
309,0.0
