,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,34.12509
43,4.144236
44,0.07764816
45,0.6018896
46,0.015699863
47,0.0
48,3.027443
49,0.0
50,0.0
51,0.018474579
52,0.0
53,0.0
54,0.0
55,0.2488308
56,0.0
57,1.1289587
58,0.97718716
59,0.0
60,0.0
61,1.6018085
62,1.8114424
63,0.0
64,0.0
65,0.2999134
66,0.0
67,0.0
68,0.0
69,1.2744741
70,0.6958966
71,0.0
72,0.0
73,0.0
74,0.33340597
75,0.0
76,0.0
77,2.5534458
78,0.0
79,0.18197823
80,0.0
81,0.0
82,0.22676563
83,0.0
84,0.0
85,2.4529812
86,0.0
87,0.0
88,0.0
89,0.0
90,0.09921074
91,1.1209831
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.25016594
100,0.0
101,0.18435097
102,0.0
103,0.17245102
104,0.46482086
105,0.0
106,0.0
107,0.0
108,0.0
109,0.1170426
110,0.4981947
111,0.90176964
112,0.0
113,0.62324333
114,0.0
115,0.37125397
116,0.0
117,1.4648209
118,1.5306368
119,0.0
120,0.0
121,0.0
122,0.7048378
123,0.0
124,0.49310875
125,0.0
126,0.8043237
127,2.146027
128,1.1312065
129,0.0
130,0.0
131,0.4966526
132,0.01140213
133,0.0
134,0.0
135,0.18872643
136,1.8487234
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,1.3245182
143,0.0
144,1.7482357
145,0.0
146,0.0
147,0.0
148,0.0
149,0.19937325
150,0.56461716
151,0.54351807
152,0.0
153,0.3418188
154,0.0
155,3.9491177
156,0.0
157,0.0
158,0.4616928
159,1.3777401
160,0.16126537
161,0.0
162,0.0
163,0.3817463
164,0.51504135
165,3.368875
166,0.0
167,0.44419098
168,1.1632681
169,0.0
170,0.03832984
171,0.0
172,0.0
173,0.0
174,0.0
175,0.13561249
176,0.012541294
177,0.0
178,0.018136501
179,0.0
180,0.34346962
181,0.037433624
182,6.162693
183,0.0
184,0.0
185,1.1491337
186,4.2943277
187,0.20472431
188,0.0
189,0.0
190,4.1640787
191,0.0
