,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,37.40082
43,3.5454636
44,0.24432799
45,0.0
46,0.62145853
47,0.0
48,0.2919731
49,0.0
50,0.0
51,0.0
52,0.0
53,0.025863647
54,0.7425804
55,3.9853382
56,0.0
57,0.0
58,0.15721226
59,0.61636925
60,0.0
61,0.061578512
62,0.78764343
63,0.37666988
64,2.0593977
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.037492752
71,0.0
72,0.0
73,0.0
74,1.6506948
75,3.460472
76,0.0
77,0.0
78,0.0
79,0.28978157
80,0.0
81,0.0
82,0.0
83,0.07691479
84,0.0
85,0.06701708
86,0.39185095
87,0.42854738
88,0.0014953613
89,0.0
90,0.030527115
91,1.9009786
92,0.0
93,0.0
94,0.0
95,1.8128557
96,0.0
97,0.0
98,0.0029631853
99,0.0
100,0.0
101,0.2582693
102,0.0
103,0.91627
104,5.460129
105,0.687577
106,0.0
107,0.0
108,0.19428062
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.099080086
119,0.0
120,0.0
121,0.68745327
122,1.8695297
123,0.0
124,0.0
125,0.32412422
126,0.08685756
127,0.26515108
128,0.0838871
129,1.4124451
130,0.014091492
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,2.296875
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.5881033
144,0.042502403
145,0.0026044846
146,0.0
147,0.0
148,0.5795746
149,0.0
150,0.09107256
151,0.0
152,0.32785034
153,0.6155844
154,0.0
155,0.0
156,0.0
157,0.40205812
158,0.7017822
159,0.71888196
160,0.0
161,0.0
162,0.0
163,0.0
164,0.09845066
165,5.446332
166,1.0501719
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,1.2009678
174,1.9376006
175,0.0
176,0.0
177,0.011950016
178,0.0
179,6.80633
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.71202564
188,0.0
189,0.0
190,1.806635
191,1.1558199
192,0.58052635
193,0.08234215
194,0.0
195,1.0685081
196,0.0
197,0.0
198,1.0675306
199,0.43303204
200,0.0
201,1.4849205
202,1.4269989
203,0.0
204,0.0
205,0.6802702
206,0.0
207,0.0
208,0.0
209,1.4794226
210,0.0
211,0.32276726
212,0.62258434
213,0.0
214,11.193324
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,1.65622
223,0.0
224,0.0
225,0.0
226,0.0
227,0.42221355
228,0.0
229,0.0
230,0.0
231,0.9708376
232,0.34681225
233,0.6620722
234,0.18760681
235,0.27673483
236,0.15584874
237,0.822495
238,0.0
239,0.0
240,0.0027799606
241,4.8732367
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.0
248,0.11611843
249,0.38705826
250,0.0
251,0.0
252,0.0
253,1.3279743
254,0.0
255,0.005112648
256,0.0
257,2.3358145
258,0.518693
259,0.0
260,0.0029144287
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.5814183
267,0.0
268,0.0
269,0.0
270,0.0
271,0.57695866
272,0.9761076
273,4.5982
274,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,0.0
280,1.0267181
281,0.77016926
282,1.2106199
283,0.0
284,0.0
285,0.98814964
286,0.0
287,0.0
288,0.0
289,0.0
290,1.0912371
291,0.0
292,1.1722877
293,0.74423504
294,0.0
295,0.21521664
296,0.0
297,0.0
298,0.31052303
299,0.0
300,0.0
301,0.0
