,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,47.898888
44,0.0
45,0.52084446
46,0.13975143
47,0.0
48,0.0
49,0.0
50,0.0036582947
51,0.0
52,0.31306458
53,0.0
54,3.2233086
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.13165855
61,0.0
62,0.0
63,0.37859774
64,1.6909294
65,0.5122881
66,0.0
67,0.0
68,0.0
69,0.102939606
70,4.9331465
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.59623337
77,0.1315875
78,1.5260506
79,0.0
80,0.0
81,0.0
82,1.3740368
83,0.0
84,6.081892
85,0.0
86,0.0
87,0.0
88,0.0
89,1.0762138
90,0.0
91,0.0
92,0.0
93,0.47885895
94,0.9311199
95,0.014626503
96,0.2359047
97,0.14856529
98,0.89472485
99,0.0
100,0.0
101,0.38735676
102,0.0
103,0.76717186
104,0.0
105,0.0
106,0.0
107,0.26707458
108,0.13382912
109,0.63123894
110,0.8500562
111,0.0
112,0.0
113,0.0
114,2.263321
115,0.0
116,0.0
117,1.7968855
118,4.6245794
119,0.87527657
120,0.0
121,0.17513275
122,0.9991255
123,0.0
124,0.0
125,0.0
126,0.0
127,0.91768456
128,0.0
129,0.0
130,0.15036964
131,2.0079246
132,0.0
133,0.0
134,0.0
135,0.0
136,0.96354866
137,0.0
138,0.0
139,4.7992134
140,0.0
141,0.0
142,0.0
143,0.09717369
144,0.0
145,0.61295605
146,0.0
147,0.44098854
148,0.62399817
149,0.0
150,0.0
151,0.0
152,0.011266708
153,0.0
154,0.48033333
155,0.0
156,0.5155773
157,1.3491497
158,1.637598
159,0.0
160,0.0
161,0.0
162,0.9231186
163,0.0
164,1.9703751
165,2.4177723
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0011291504
174,0.9031849
175,0.48429108
176,0.0
177,0.0
178,2.7512827
179,0.7506995
180,0.8129463
181,0.0
182,0.7450199
183,0.0
184,0.4535761
185,0.38356543
186,0.6247802
187,0.0
188,0.0
189,0.0
190,0.0
191,0.016422272
192,0.0
193,0.0
194,0.0
195,0.0
196,0.43781853
197,0.43057442
198,2.120377
199,1.236373
200,0.0
201,0.0
202,0.0
203,0.8541174
204,6.023403
205,0.0
