,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,16.802294
41,24.086075
42,0.0
43,0.6329956
44,0.1199131
45,0.06035614
46,2.9155726
47,0.0
48,0.51639414
49,0.0
50,0.0
51,0.05303192
52,0.0
53,0.0
54,0.45710707
55,0.0
56,0.0
57,0.0
58,0.0
59,0.56012917
60,0.0
61,0.43281746
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,1.208538
68,0.0
69,0.0
70,0.031736374
71,0.0
72,0.0
73,0.05286503
74,0.0
75,0.0
76,0.6453743
77,0.0
78,0.25724983
79,0.0
80,0.0
81,0.0487175
82,0.221529
83,0.17487717
84,0.0
85,0.23885345
86,0.15038204
87,0.59581757
88,0.07467842
89,0.6569805
90,0.0
91,0.11479378
92,0.0
93,0.24153328
94,0.0
95,0.16674423
96,0.20755339
97,0.9091587
98,0.0
99,0.0
100,0.71515465
101,0.0
102,0.0
103,4.2274127
104,4.3052063
105,0.4386444
106,0.7833203
107,0.0
108,0.0
109,0.0
110,0.0
111,0.01084137
112,0.0
113,0.0
114,0.0
115,0.0
116,0.13345146
117,0.0
118,0.0
119,0.13585854
120,0.0
121,0.36838722
122,0.030153275
123,0.33574677
124,0.0
125,0.002368927
126,0.03989029
127,0.0
128,0.014890671
129,0.0
130,0.0
131,0.0
132,0.0
133,0.5261965
134,0.0
135,0.49796104
136,0.10416603
137,0.002122879
138,0.13526726
139,0.0
140,0.48544598
141,0.20987892
142,0.04137802
143,0.0
144,0.3659382
145,0.0
146,0.0
147,0.0
148,0.2778244
149,0.0
150,0.06973171
151,0.37190628
152,0.0
153,0.0
154,0.0
155,0.0
156,0.5495777
157,0.0
158,0.0
159,0.12046051
160,0.0
161,0.16753578
162,0.0
163,0.52581596
164,0.0
165,0.25413704
166,0.31317043
167,0.18891144
168,0.0
169,0.05731964
170,0.0
171,0.5037942
172,0.0059375763
173,0.0
174,0.20027256
175,0.40641975
176,0.018627167
177,0.10717821
178,0.0
179,0.0
180,0.0062303543
181,0.0
182,0.0
183,0.46665
184,0.0
185,0.43080425
186,0.0
187,0.32484818
188,0.37346077
189,0.0
190,0.4738779
191,0.0
192,0.4749775
193,0.59498596
194,0.0047626495
195,0.43863583
196,0.19493103
197,0.016462326
198,0.0
199,0.0
