,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,27.253693
43,1.725277
44,0.0
45,0.90061665
46,0.03675461
47,0.022345543
48,0.12876892
49,0.0
50,0.4943223
51,0.69817543
52,0.0
53,0.0
54,0.0
55,0.2889347
56,0.0
57,0.0
58,0.94298387
59,0.39609432
60,0.0
61,0.0
62,0.0
63,0.36758804
64,0.0
65,0.047037125
66,0.27534485
67,0.33594322
68,0.0013408661
69,0.5537777
70,0.17231655
71,0.0
72,0.0
73,0.0
74,0.26189613
75,0.0
76,0.27549744
77,0.0141944885
78,0.0
79,0.5025091
80,0.0
81,0.0
82,0.0
83,0.6164999
84,0.35560894
85,0.21040726
86,0.0
87,0.25549126
88,0.0
89,0.0
90,1.0269442
91,0.0
92,0.23612404
93,0.0
94,0.0
95,1.3568616
96,0.0
97,0.0
98,1.2634678
99,0.0
100,0.64528084
101,0.0
102,0.10821724
103,1.1399231
104,1.3170052
105,0.52619076
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.31256294
112,0.0
113,0.50878143
114,0.0
115,0.9216919
116,0.9021969
117,0.0
118,0.0
119,0.14465523
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,1.3108387
126,0.19266129
127,0.9527731
128,0.0
129,0.18494606
130,0.0
131,1.4758663
132,3.0695658
133,0.0
134,0.0
135,0.9918089
136,0.43262458
137,0.39512157
138,0.0
139,0.085624695
140,0.0
141,0.084560394
142,0.0007352829
143,3.866765
144,0.0
145,0.0
146,0.0
147,0.0
148,0.95431805
149,2.8458984
150,0.91203594
151,0.0
152,0.0
153,9.441103
154,0.0
155,0.0
156,0.0
157,0.0
158,0.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.8581495
164,0.27676964
165,1.5039659
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,1.7666094
175,0.32191467
176,1.4647865
177,0.0
178,0.20206499
179,0.0
180,1.3625135
181,1.5044212
182,0.0
183,0.0
184,0.27458858
185,0.16283989
186,0.0
187,2.5575433
188,0.0
189,0.0
190,0.73464394
191,0.0
192,1.4275875
193,0.010087967
194,0.0
195,0.0
196,0.0
197,2.7665539
198,2.505518
199,0.0
200,0.0
201,0.59731674
202,0.22336197
203,0.0
204,0.0
205,1.3027072
206,0.0
207,0.98900795
208,0.0
209,0.20965195
210,3.6917434
211,0.0
212,0.0
