,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,17.199286
40,13.156591
41,0.15397644
42,0.0
43,0.9587555
44,0.0
45,0.68895054
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,1.4725227
53,0.0
54,0.9615717
55,0.46621513
56,0.0
57,0.0
58,0.025218964
59,0.0
60,1.1558247
61,0.26565266
62,0.0
63,0.0
64,0.0
65,0.05159092
66,0.12728882
67,0.9027052
68,0.0
69,0.0
70,0.46110153
71,0.0
72,0.16628551
73,0.0
74,2.045473
75,0.0
76,0.0
77,0.0
78,0.0
79,0.45889091
80,0.0
81,0.0
82,0.9811287
83,0.0
84,0.0
85,0.0
86,0.56605625
87,0.14557433
88,0.5623512
89,0.88384914
90,0.0
91,1.2451849
92,0.020677567
93,0.7728958
94,0.0
95,1.3606462
96,0.0
97,1.6649017
98,0.0
99,1.392292
100,11.294979
101,0.92606354
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.13825607
108,0.0
109,0.7814789
110,0.0
111,0.0
112,0.0
113,0.0
114,0.3162427
115,0.02889061
116,0.535923
117,0.5208788
118,0.0
119,0.0
120,1.3583126
121,0.0
122,0.0
123,0.0
124,0.0
125,0.035381317
126,0.19507217
127,0.0
128,0.19284248
129,0.0
130,0.1858654
131,0.0
132,1.0674572
133,0.0
134,0.0
135,0.0
136,0.0
137,0.08017349
138,0.08253384
139,0.56634045
140,0.0
141,0.0
142,0.0
143,0.33692646
144,0.5434818
145,0.20376301
146,1.2152371
147,0.018940926
148,0.0
149,0.0
150,0.0
151,0.11903
152,0.07462025
153,1.6535416
154,0.013063431
155,0.0
156,0.0
157,0.0
158,0.94763756
159,0.058547974
160,0.0
161,0.979434
162,1.2282486
163,0.0
164,0.0
165,0.021316528
166,0.0
167,1.361103
168,0.81986237
169,0.3287325
170,0.39263248
171,0.0
172,0.0
173,0.0
174,0.0
175,0.04938698
176,0.0
177,2.1602526
178,0.6532059
179,0.57997894
180,0.0
181,0.0
182,0.08771324
183,2.1074257
184,0.0
185,0.0
186,0.0
187,0.0
188,0.04463005
189,0.0
190,0.17054176
191,0.5798497
192,0.0
193,0.0
194,0.0
195,1.5791645
196,0.0
197,0.0
198,0.0
